constituency_name,region_name,country_name,constituency_type,2017_con,2017_lab,2017_ld,2017_ukip,2017_green,2017_snp,2017_pc,2017_dup,2017_sf,2017_sdlp,2017_uup,2017_alliance,2017_other,2019_con,2019_lab,2019_ld,2019_brexit,2019_green,2019_snp,2019_pc,2019_dup,2019_sf,2019_sdlp,2019_uup,2019_alliance,2019_other
South West Norfolk,East,England,County,0.628,0.278,0.045,0.049,0,0,0,0,0,0,0,0,0,0.69,0.181,0.081,0,0.032,0,0,0,0,0,0,0,0.016
South West Surrey,South East,England,County,0.557,0.126,0.099,0.018,0,0,0,0,0,0,0,0,0.2,0.533,0.079,0.387,0,0,0,0,0,0,0,0,0,0
South West Wiltshire,South West,England,County,0.6,0.265,0.098,0,0.026,0,0,0,0,0,0,0,0.011,0.602,0.208,0.146,0,0.044,0,0,0,0,0,0,0,0
Spelthorne,South East,England,Borough,0.573,0.305,0.055,0.046,0.022,0,0,0,0,0,0,0,0,0.589,0.217,0.151,0,0.043,0,0,0,0,0,0,0,0
Stafford,West Midlands,England,County,0.547,0.399,0.03,0,0.024,0,0,0,0,0,0,0,0,0.586,0.305,0.062,0,0.046,0,0,0,0,0,0,0,0
Staffordshire Moorlands,West Midlands,England,County,0.581,0.339,0.033,0,0.012,0,0,0,0,0,0,0,0.034,0.646,0.269,0.057,0,0.028,0,0,0,0,0,0,0,0
St Albans,East,England,County,0.431,0.23,0.324,0,0.015,0,0,0,0,0,0,0,0,0.392,0.087,0.501,0,0.017,0,0,0,0,0,0,0,0.003
Stalybridge and Hyde,North West,England,County,0.381,0.572,0.023,0,0.023,0,0,0,0,0,0,0,0,0.38,0.449,0.043,0.085,0.033,0,0,0,0,0,0,0,0.01
St Austell and Newquay,South West,England,County,0.495,0.29,0.215,0,0,0,0,0,0,0,0,0,0,0.561,0.264,0.105,0,0.029,0,0,0,0,0,0,0,0.041
Stevenage,East,England,County,0.503,0.434,0.041,0,0.022,0,0,0,0,0,0,0,0,0.531,0.352,0.087,0,0.031,0,0,0,0,0,0,0,0
St Helens North,North West,England,Borough,0.271,0.637,0.026,0.042,0.024,0,0,0,0,0,0,0,0,0.266,0.523,0.056,0.113,0.041,0,0,0,0,0,0,0,0
St Helens South and Whiston,North West,England,Borough,0.218,0.678,0.04,0.037,0.027,0,0,0,0,0,0,0,0,0.205,0.585,0.057,0.106,0.045,0,0,0,0,0,0,0,0
Stirling,Scotland,Scotland,County,0.371,0.221,0.034,0,0,0.368,0,0,0,0,0,0,0.007,0.335,0.081,0.054,0,0.018,0.511,0,0,0,0,0,0,0
St Ives,South West,England,County,0.432,0.142,0.426,0,0,0,0,0,0,0,0,0,0,0.493,0.069,0.41,0,0.019,0,0,0,0,0,0,0,0.009
Stockport,North West,England,Borough,0.284,0.633,0.043,0.026,0.014,0,0,0,0,0,0,0,0,0.279,0.52,0.121,0.046,0.034,0,0,0,0,0,0,0,0
Stockton North,North East,England,Borough,0.365,0.569,0.015,0.043,0.008,0,0,0,0,0,0,0,0,0.406,0.431,0.04,0.095,0,0,0,0,0,0,0,0,0.029
Stockton South,North East,England,Borough,0.468,0.485,0.018,0.022,0.007,0,0,0,0,0,0,0,0,0.507,0.411,0.043,0.04,0,0,0,0,0,0,0,0,0
Stoke-On-Trent Central,West Midlands,England,Borough,0.398,0.515,0.021,0.049,0.011,0,0,0,0,0,0,0,0.006,0.454,0.433,0.035,0.053,0.026,0,0,0,0,0,0,0,0
Stoke-On-Trent North,West Midlands,England,Borough,0.453,0.509,0.022,0,0.016,0,0,0,0,0,0,0,0,0.523,0.366,0.032,0.059,0.013,0,0,0,0,0,0,0,0.008
Stoke-On-Trent South,West Midlands,England,Borough,0.491,0.475,0.019,0,0.015,0,0,0,0,0,0,0,0,0.622,0.337,0.041,0,0,0,0,0,0,0,0,0,0
Stone,West Midlands,England,County,0.632,0.282,0.044,0.027,0.014,0,0,0,0,0,0,0,0,0.636,0.236,0.089,0,0.04,0,0,0,0,0,0,0,0
Stourbridge,West Midlands,England,Borough,0.545,0.383,0.023,0.038,0.01,0,0,0,0,0,0,0,0,0.603,0.306,0.055,0,0.023,0,0,0,0,0,0,0,0.014
Strangford,Northern Ireland,Northern Ireland,County,0.013,0,0,0,0.016,0,0,0.62,0.028,0.062,0.114,0.147,0,0.039,0,0,0,0.021,0,0,0.472,0.015,0.053,0.107,0.284,0.008
Stratford-On-Avon,West Midlands,England,County,0.629,0.219,0.119,0,0.025,0,0,0,0,0,0,0,0.009,0.606,0.113,0.243,0,0.038,0,0,0,0,0,0,0,0
Streatham,London,England,Borough,0.214,0.685,0.065,0.006,0.03,0,0,0,0,0,0,0,0,0.16,0.548,0.235,0.011,0.045,0,0,0,0,0,0,0,0
Stretford and Urmston,North West,England,Borough,0.275,0.668,0.02,0.022,0.013,0,0,0,0,0,0,0,0.002,0.275,0.603,0.059,0.035,0.027,0,0,0,0,0,0,0,0
Stroud,South West,England,County,0.459,0.47,0.032,0.016,0.022,0,0,0,0,0,0,0,0,0.479,0.421,0,0.016,0.075,0,0,0,0,0,0,0,0.009
Suffolk Coastal,East,England,County,0.581,0.305,0.07,0,0.031,0,0,0,0,0,0,0,0.014,0.565,0.213,0.15,0,0.047,0,0,0,0,0,0,0,0.026
Sunderland Central,North East,England,Borough,0.334,0.555,0.039,0.049,0.016,0,0,0,0,0,0,0,0.007,0.354,0.422,0.07,0.116,0.028,0,0,0,0,0,0,0,0.011
Surrey Heath,South East,England,County,0.642,0.211,0.108,0,0.039,0,0,0,0,0,0,0,0,0.586,0.092,0.273,0,0.038,0,0,0,0,0,0,0,0.011
Sutton and Cheam,London,England,Borough,0.511,0.205,0.267,0,0.017,0,0,0,0,0,0,0,0,0.5,0.143,0.334,0,0.023,0,0,0,0,0,0,0,0
Sutton Coldfield,West Midlands,England,Borough,0.61,0.319,0.044,0,0.018,0,0,0,0,0,0,0,0.009,0.604,0.236,0.122,0,0.039,0,0,0,0,0,0,0,0
Swansea East,Wales,Wales,Borough,0.26,0.634,0.018,0.03,0.01,0,0.048,0,0,0,0,0,0,0.281,0.518,0.042,0.085,0.017,0,0.057,0,0,0,0,0,0
Swansea West,Wales,Wales,Borough,0.313,0.598,0.034,0,0.012,0,0.041,0,0,0,0,0,0.002,0.29,0.516,0.084,0.055,0,0,0.055,0,0,0,0,0,0
Tamworth,West Midlands,England,County,0.61,0.348,0.042,0,0,0,0,0,0,0,0,0,0,0.663,0.237,0.053,0,0.02,0,0,0,0,0,0,0,0.027
Tatton,North West,England,County,0.586,0.285,0.09,0,0.021,0,0,0,0,0,0,0,0.019,0.577,0.222,0.157,0,0.043,0,0,0,0,0,0,0,0
Taunton Deane,South West,England,County,0.529,0.154,0.277,0.023,0.018,0,0,0,0,0,0,0,0,0.536,0.074,0.352,0,0,0,0,0,0,0,0,0,0.038
Telford,West Midlands,England,Borough,0.487,0.471,0.021,0,0.02,0,0,0,0,0,0,0,0,0.597,0.341,0.062,0,0,0,0,0,0,0,0,0,0
Tewkesbury,South West,England,County,0.6,0.218,0.135,0.02,0.027,0,0,0,0,0,0,0,0,0.584,0.152,0.218,0,0.046,0,0,0,0,0,0,0,0
The Cotswolds,South West,England,County,0.606,0.179,0.163,0.02,0.029,0,0,0,0,0,0,0,0.002,0.58,0.116,0.25,0,0.054,0,0,0,0,0,0,0,0
The Wrekin,West Midlands,England,County,0.554,0.361,0.027,0.033,0.016,0,0,0,0,0,0,0,0.008,0.635,0.252,0.083,0,0.03,0,0,0,0,0,0,0,0
Thirsk and Malton,Yorkshire and The Humber,England,County,0.6,0.261,0.069,0.027,0.02,0,0,0,0,0,0,0,0.023,0.63,0.185,0.12,0,0.04,0,0,0,0,0,0,0,0.025
Thornbury and Yate,South West,England,County,0.553,0.121,0.314,0,0.012,0,0,0,0,0,0,0,0,0.578,0.081,0.341,0,0,0,0,0,0,0,0,0,0
Thurrock,East,England,Borough,0.395,0.388,0.016,0.201,0,0,0,0,0,0,0,0,0,0.586,0.344,0.032,0,0.017,0,0,0,0,0,0,0,0.022
Tiverton and Honiton,South West,England,County,0.614,0.271,0.08,0,0.035,0,0,0,0,0,0,0,0,0.602,0.195,0.148,0,0.038,0,0,0,0,0,0,0,0.016
Tonbridge and Malling,South East,England,County,0.636,0.223,0.067,0.033,0.041,0,0,0,0,0,0,0,0,0.628,0.145,0.155,0,0.072,0,0,0,0,0,0,0,0
Tooting,London,England,Borough,0.331,0.596,0.053,0.006,0.015,0,0,0,0,0,0,0,0,0.282,0.527,0.142,0.008,0.04,0,0,0,0,0,0,0,0.001
Torbay,South West,England,Borough,0.53,0.182,0.251,0.024,0.013,0,0,0,0,0,0,0,0,0.592,0.13,0.24,0,0.025,0,0,0,0,0,0,0,0.013
Torfaen,Wales,Wales,County,0.31,0.576,0.022,0.039,0,0,0.054,0,0,0,0,0,0,0.318,0.418,0.049,0.154,0.022,0,0.039,0,0,0,0,0,0
Torridge and West Devon,South West,England,County,0.565,0.217,0.177,0,0.027,0,0,0,0,0,0,0,0.013,0.601,0.172,0.183,0,0.035,0,0,0,0,0,0,0,0.009
